Province,Region,alternative_name,Transportation_Type,Date,Value
New Brunswick,New Brunswick,,driving,2020-03-17,87.19
Alberta,Edmonton,,transit,2020-02-22,87.17
Ontario,Ottawa,,driving,2020-03-01,87.16
Prince Edward Island,Prince Edward Island,,driving,2020-02-02,87.14
Ontario,Ottawa,,driving,2020-02-17,87.13
Prince Edward Island,Prince Edward Island,,driving,2020-01-26,87.12
British Columbia,Vancouver,,walking,2020-03-15,87.1
British Columbia,Vancouver,,transit,2020-03-05,87.07
Quebec,Montreal,Montr̩al,transit,2020-02-09,87.03
Ontario,Ottawa,,driving,2020-02-02,86.99
Yukon Territory,Yukon Territory,,driving,2020-03-12,86.94
Alberta,Calgary,,walking,2020-03-16,86.9
Yukon Territory,Yukon Territory,,driving,2020-01-20,86.85
British Columbia,Vancouver,,transit,2020-01-27,86.83
British Columbia,British Columbia,,driving,2020-01-19,86.82
Alberta,Edmonton,,transit,2020-02-08,86.78
Quebec,Montreal,Montr̩al,walking,2020-01-26,86.78
British Columbia,Vancouver,,transit,2020-01-15,86.78
British Columbia,Vancouver,,transit,2020-02-24,86.78
British Columbia,Vancouver,,driving,2020-02-04,86.66
Alberta,Calgary,,driving,2020-03-01,86.58
British Columbia,Vancouver,,transit,2020-03-03,86.57
New Brunswick,New Brunswick,,driving,2020-03-18,86.53
Alberta,Edmonton,,driving,2020-03-14,86.52
Alberta,Edmonton,,driving,2020-03-08,86.51
British Columbia,Vancouver,,transit,2020-02-10,86.51
Ontario,Toronto,,driving,2020-03-01,86.44
Ontario,Ontario,,driving,2020-03-14,86.36
Alberta,Edmonton,,transit,2020-03-13,86.34
Ontario,Ottawa,,transit,2020-02-18,86.32
British Columbia,Vancouver,,transit,2020-02-26,86.25
British Columbia,Vancouver,,transit,2020-02-05,86.19
Ontario,Ottawa,,driving,2020-02-09,86.17
Ontario,Ottawa,,transit,2020-02-19,86.1
Ontario,Toronto,,driving,2020-01-18,86.03
Alberta,Edmonton,,driving,2020-01-19,85.96
British Columbia,Vancouver,,driving,2020-01-16,85.84
Alberta,Calgary,,walking,2020-04-16,85.81
British Columbia,Vancouver,,driving,2020-01-26,85.8
Nova Scotia,Nova Scotia,,driving,2020-03-16,85.79
Ontario,Toronto,,walking,2020-03-14,85.78
New Brunswick,New Brunswick,,driving,2020-02-27,85.7
Alberta,Edmonton,,transit,2020-03-07,85.69
Ontario,Ottawa,,driving,2020-02-27,85.56
British Columbia,Vancouver,,transit,2020-03-02,85.44
Yukon Territory,Yukon Territory,,driving,2020-04-09,85.4
Ontario,Ottawa,,transit,2020-01-18,85.21
Ontario,Toronto,,transit,2020-01-18,85
British Columbia,Vancouver,,transit,2020-02-25,84.92
Ontario,Ottawa,,driving,2020-03-08,84.87
Quebec,Montreal,Montr̩al,walking,2020-01-19,84.83
Alberta,Edmonton,,walking,2020-03-27,84.8
Alberta,Edmonton,,walking,2020-03-20,84.77
British Columbia,Vancouver,,transit,2020-02-03,84.74
Alberta,Edmonton,,walking,2020-04-09,84.73
Saskatchewan,Saskatchewan,,driving,2020-03-17,84.72
Ontario,Ottawa,,walking,2020-01-26,84.7
Ontario,Toronto,,walking,2020-02-17,84.58
Nova Scotia,Nova Scotia,,driving,2020-02-02,84.58
Ontario,Ottawa,,transit,2020-03-11,84.56
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-16,84.54
Alberta,Edmonton,,walking,2020-02-17,84.49
British Columbia,Vancouver,,transit,2020-01-30,84.49
Ontario,Ottawa,,transit,2020-02-26,84.46
Quebec,Quebec,Qu̩bec,driving,2020-01-26,84.43
Quebec,Montreal,Montr̩al,transit,2020-03-08,84.39
Alberta,Edmonton,,transit,2020-02-15,84.28
Saskatchewan,Saskatchewan,,driving,2020-03-20,84.25
British Columbia,Vancouver,,walking,2020-03-16,84.16
Ontario,Ontario,,driving,2020-01-26,84.13
British Columbia,Vancouver,,transit,2020-01-28,83.96
Yukon Territory,Yukon Territory,,driving,2020-04-14,83.86
Saskatchewan,Saskatchewan,,driving,2020-03-16,83.85
Quebec,Montreal,Montr̩al,driving,2020-02-02,83.64
Alberta,Edmonton,,walking,2020-03-17,83.57
Ontario,Ontario,,driving,2020-02-02,83.54
Quebec,Montreal,Montr̩al,driving,2020-03-01,83.46
Ontario,Ottawa,,walking,2020-02-09,83.37
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-02-07,83.36
Saskatchewan,Saskatchewan,,driving,2020-03-18,83.24
British Columbia,Vancouver,,driving,2020-03-14,83.21
Alberta,Edmonton,,driving,2020-02-17,83.2
Yukon Territory,Yukon Territory,,driving,2020-03-31,82.96
Yukon Territory,Yukon Territory,,driving,2020-04-11,82.96
Quebec,Montreal,Montr̩al,transit,2020-02-23,82.93
Alberta,Edmonton,,transit,2020-01-25,82.92
Alberta,Calgary,,transit,2020-02-17,82.91
Alberta,Calgary,,driving,2020-02-09,82.88
Ontario,Toronto,,driving,2020-02-09,82.85
Ontario,Toronto,,transit,2020-02-23,82.78
Quebec,Montreal,Montr̩al,transit,2020-02-02,82.75
Quebec,Quebec,Qu̩bec,driving,2020-03-14,82.69
Ontario,Ottawa,,walking,2020-01-19,82.64
British Columbia,Vancouver,,transit,2020-02-09,82.57
Quebec,Montreal,Montr̩al,transit,2020-01-19,82.55
Ontario,Toronto,,walking,2020-02-09,82.53
Quebec,Montreal,Montr̩al,driving,2020-02-23,82.46
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-17,82.44
Ontario,Ottawa,,transit,2020-02-08,82.4
British Columbia,Vancouver,,transit,2020-01-29,82.32
Ontario,Toronto,,transit,2020-03-12,82.3
British Columbia,Vancouver,,transit,2020-03-08,82.27
Ontario,Ontario,,driving,2020-01-19,82.23
Prince Edward Island,Prince Edward Island,,driving,2020-03-01,82.22
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-01,82.06
Ontario,Ottawa,,driving,2020-03-14,82.05
Prince Edward Island,Prince Edward Island,,driving,2020-03-17,81.93
Quebec,Quebec,Qu̩bec,driving,2020-01-19,81.92
Yukon Territory,Yukon Territory,,driving,2020-04-15,81.87
British Columbia,Vancouver,,transit,2020-02-04,81.85
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-19,81.83
Alberta,Alberta,,driving,2020-03-14,81.57
British Columbia,Vancouver,,transit,2020-03-01,81.56
British Columbia,Vancouver,,transit,2020-03-09,81.5
New Brunswick,New Brunswick,,driving,2020-02-07,81.5
Nova Scotia,Nova Scotia,,driving,2020-03-17,81.48
Alberta,Calgary,,transit,2020-01-18,81.31
British Columbia,British Columbia,,driving,2020-03-16,81.18
Saskatchewan,Saskatchewan,,driving,2020-04-15,81.17
Saskatchewan,Saskatchewan,,driving,2020-04-16,81.08
Quebec,Montreal,Montr̩al,transit,2020-01-26,81.04
British Columbia,Vancouver,,driving,2020-02-02,81.01
Manitoba,Manitoba,,driving,2020-03-20,80.94
Ontario,Toronto,,walking,2020-01-26,80.8
Alberta,Calgary,,driving,2020-01-19,80.72
Quebec,Montreal,Montr̩al,driving,2020-03-08,80.61
Alberta,Calgary,,driving,2020-02-02,80.58
Alberta,Calgary,,driving,2020-03-08,80.53
Ontario,Ottawa,,transit,2020-02-22,80.53
Yukon Territory,Yukon Territory,,driving,2020-04-08,80.51
Alberta,Edmonton,,walking,2020-03-18,80.48
British Columbia,Vancouver,,transit,2020-03-11,80.43
Alberta,Edmonton,,transit,2020-02-01,80.22
British Columbia,Vancouver,,driving,2020-01-19,80.17
Alberta,Edmonton,,walking,2020-04-15,80.07
Saskatchewan,Saskatchewan,,driving,2020-03-19,80.03
Alberta,Calgary,,driving,2020-01-26,79.77
Manitoba,Manitoba,,driving,2020-04-09,79.75
British Columbia,Vancouver,,transit,2020-03-10,79.71
British Columbia,Vancouver,,transit,2020-02-23,79.62
Prince Edward Island,Prince Edward Island,,driving,2020-03-16,79.49
Saskatchewan,Saskatchewan,,driving,2020-04-09,79.45
British Columbia,Vancouver,,transit,2020-01-26,79.43
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-23,79.34
Quebec,Montreal,Montr̩al,driving,2020-02-09,79.27
Nova Scotia,Nova Scotia,,driving,2020-03-21,79.01
Alberta,Edmonton,,walking,2020-03-15,78.97
Ontario,Toronto,,transit,2020-03-08,78.97
British Columbia,Vancouver,,transit,2020-01-19,78.93
Ontario,Toronto,,driving,2020-01-26,78.9
New Brunswick,New Brunswick,,driving,2020-03-19,78.86
Ontario,Toronto,,walking,2020-01-19,78.84
Ontario,Toronto,,walking,2020-02-02,78.76
Prince Edward Island,Prince Edward Island,,driving,2020-03-18,78.61
Alberta,Calgary,,transit,2020-02-02,78.56
Prince Edward Island,Prince Edward Island,,driving,2020-04-09,78.46
Ontario,Ottawa,,transit,2020-02-15,78.45
Alberta,Calgary,,driving,2020-02-17,78.39
Ontario,Ottawa,,transit,2020-02-02,78.39
Alberta,Calgary,,transit,2020-01-19,78.28
Nova Scotia,Nova Scotia,,driving,2020-03-18,78.25
Ontario,Toronto,,transit,2020-03-01,78.23
Prince Edward Island,Prince Edward Island,,driving,2020-03-21,78.22
Ontario,Toronto,,transit,2020-02-16,78.1
Ontario,Toronto,,driving,2020-01-19,78.09
Alberta,Edmonton,,transit,2020-01-18,77.9
Alberta,Edmonton,,walking,2020-03-19,77.87
Ontario,Toronto,,driving,2020-02-17,77.81
Alberta,Edmonton,,walking,2020-04-08,77.74
Ontario,Ottawa,,transit,2020-03-12,77.56
Ontario,Toronto,,driving,2020-03-14,77.54
British Columbia,Vancouver,,transit,2020-02-02,77.48
Prince Edward Island,Prince Edward Island,,driving,2020-03-15,77.46
Ontario,Ottawa,,driving,2020-01-26,77.28
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-02-12,77.22
Ontario,Toronto,,driving,2020-02-02,77.15
British Columbia,British Columbia,,driving,2020-03-15,77.14
Alberta,Calgary,,transit,2020-03-13,77.11
Alberta,Calgary,,walking,2020-03-20,77.1
Alberta,Calgary,,transit,2020-03-08,77
Alberta,Calgary,,walking,2020-03-17,76.85
Ontario,Toronto,,transit,2020-02-09,76.8
Quebec,Montreal,Montr̩al,transit,2020-03-13,76.74
Alberta,Calgary,,transit,2020-02-23,76.61
British Columbia,British Columbia,,driving,2020-01-15,76.53
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-02,76.48
Quebec,Montreal,Montr̩al,driving,2020-01-26,76.21
Yukon Territory,Yukon Territory,,driving,2020-03-25,76.07
Prince Edward Island,Prince Edward Island,,driving,2020-03-19,75.92
British Columbia,Vancouver,,transit,2020-03-13,75.87
Alberta,Calgary,,transit,2020-03-01,75.81
Ontario,Ottawa,,transit,2020-03-13,75.79
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-15,75.74
Alberta,Calgary,,transit,2020-02-16,75.69
Ontario,Ottawa,,driving,2020-01-19,75.69
Nova Scotia,Nova Scotia,,driving,2020-03-19,75.69
Alberta,Edmonton,,transit,2020-02-02,75.68
Prince Edward Island,Prince Edward Island,,driving,2020-01-17,75.67
Saskatchewan,Saskatchewan,,driving,2020-03-15,75.52
Yukon Territory,Yukon Territory,,driving,2020-04-03,75.43
British Columbia,Vancouver,,transit,2020-03-12,75.31
New Brunswick,New Brunswick,,driving,2020-03-20,75.04
Quebec,Montreal,Montr̩al,driving,2020-03-14,75.02
Ontario,Ottawa,,transit,2020-03-01,74.97
Manitoba,Manitoba,,driving,2020-03-16,74.94
Manitoba,Manitoba,,driving,2020-03-17,74.9
Ontario,Toronto,,transit,2020-02-17,74.57
Ontario,Toronto,,transit,2020-01-26,74.47
New Brunswick,New Brunswick,,driving,2020-04-16,74.43
British Columbia,Vancouver,,walking,2020-03-17,74.36
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-22,74.27
Prince Edward Island,Prince Edward Island,,driving,2020-04-11,74.26
Ontario,Toronto,,transit,2020-03-13,74.08
Alberta,Alberta,,driving,2020-03-16,74.04
Alberta,Edmonton,,transit,2020-02-17,74
Alberta,Calgary,,walking,2020-04-08,73.93
New Brunswick,New Brunswick,,driving,2020-03-21,73.89
British Columbia,British Columbia,,driving,2020-03-17,73.83
Alberta,Calgary,,transit,2020-02-09,73.82
British Columbia,Vancouver,,driving,2020-01-15,73.72
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-20,73.69
New Brunswick,New Brunswick,,driving,2020-04-15,73.65
Alberta,Calgary,,transit,2020-01-26,73.49
Saskatchewan,Saskatchewan,,driving,2020-04-03,73.42
Alberta,Calgary,,walking,2020-03-27,73.4
Prince Edward Island,Prince Edward Island,,driving,2020-04-16,73.31
Ontario,Toronto,,transit,2020-01-19,73.17
Manitoba,Manitoba,,driving,2020-04-16,73.13
Quebec,Montreal,Montr̩al,driving,2020-01-19,73.03
Ontario,Toronto,,transit,2020-02-02,72.93
Alberta,Edmonton,,walking,2020-03-24,72.81
British Columbia,Vancouver,,driving,2020-03-16,72.78
Manitoba,Manitoba,,driving,2020-03-27,72.78
Alberta,Edmonton,,walking,2020-03-26,72.76
Alberta,Edmonton,,transit,2020-02-09,72.75
Yukon Territory,Yukon Territory,,driving,2020-04-01,72.71
Alberta,Calgary,,walking,2020-04-06,72.66
Saskatchewan,Saskatchewan,,driving,2020-04-14,72.64
Yukon Territory,Yukon Territory,,driving,2020-04-13,72.62
Alberta,Edmonton,,transit,2020-01-19,72.6
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-18,72.53
Alberta,Edmonton,,transit,2020-02-16,72.46
Alberta,Edmonton,,transit,2020-03-01,72.45
Manitoba,Manitoba,,driving,2020-04-15,72.43
Yukon Territory,Yukon Territory,,driving,2020-03-27,72.17
Alberta,Edmonton,,transit,2020-01-26,72.05
Alberta,Edmonton,,driving,2020-03-16,71.81
Alberta,Edmonton,,walking,2020-04-10,71.81
Alberta,Alberta,,driving,2020-03-20,71.75
Ontario,Ontario,,driving,2020-03-16,71.71
Yukon Territory,Yukon Territory,,driving,2020-04-10,71.62
Alberta,Edmonton,,walking,2020-04-07,71.42
New Brunswick,New Brunswick,,driving,2020-03-28,71.37
Manitoba,Manitoba,,driving,2020-03-19,71.23
New Brunswick,New Brunswick,,driving,2020-04-09,71.22
British Columbia,Vancouver,,transit,2020-03-14,71.08
Alberta,Alberta,,driving,2020-03-17,71.05
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-21,71.02
Ontario,Ottawa,,transit,2020-03-08,70.92
Nova Scotia,Nova Scotia,,driving,2020-03-20,70.9
Alberta,Alberta,,driving,2020-04-09,70.82
Saskatchewan,Saskatchewan,,driving,2020-03-27,70.82
Yukon Territory,Yukon Territory,,driving,2020-04-04,70.81
Ontario,Ottawa,,transit,2020-01-19,70.78
Alberta,Edmonton,,transit,2020-02-23,70.61
Manitoba,Manitoba,,driving,2020-03-18,70.42
Quebec,Quebec,Qu̩bec,driving,2020-03-16,70.27
British Columbia,British Columbia,,driving,2020-03-20,70.26
British Columbia,British Columbia,,driving,2020-03-18,70.11
New Brunswick,New Brunswick,,driving,2020-04-14,70.06
Alberta,Calgary,,walking,2020-03-23,70.03
Yukon Territory,Yukon Territory,,driving,2020-03-30,69.99
Yukon Territory,Yukon Territory,,driving,2020-03-24,69.72
Ontario,Ottawa,,transit,2020-01-26,69.6
Alberta,Edmonton,,walking,2020-04-06,69.53
Alberta,Edmonton,,walking,2020-03-25,69.52
Yukon Territory,Yukon Territory,,driving,2020-04-02,69.45
Prince Edward Island,Prince Edward Island,,driving,2020-04-15,69.44
British Columbia,Vancouver,,walking,2020-03-18,69.33
Alberta,Calgary,,walking,2020-03-15,69.29
Alberta,Calgary,,walking,2020-03-21,69.18
Saskatchewan,Saskatchewan,,driving,2020-04-08,69.18
Prince Edward Island,Prince Edward Island,,driving,2020-04-14,69.09
Yukon Territory,Yukon Territory,,driving,2020-03-23,69.08
Alberta,Alberta,,driving,2020-04-16,68.94
New Brunswick,New Brunswick,,driving,2020-01-19,68.73
Yukon Territory,Yukon Territory,,driving,2020-04-06,68.72
Alberta,Calgary,,driving,2020-03-14,68.69
Alberta,Edmonton,,walking,2020-03-23,68.54
Ontario,Ottawa,,transit,2020-02-23,68.43
Alberta,Edmonton,,transit,2020-03-08,68.34
Prince Edward Island,Prince Edward Island,,driving,2020-04-03,68.1
Ontario,Ottawa,,transit,2020-02-17,67.99
Ontario,Ottawa,,transit,2020-02-09,67.97
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-08,67.88
Ontario,Ottawa,,transit,2020-02-16,67.74
Alberta,Edmonton,,walking,2020-04-13,67.66
Ontario,Toronto,,driving,2020-03-16,67.65
Prince Edward Island,Prince Edward Island,,driving,2020-03-28,67.55
Alberta,Calgary,,walking,2020-03-26,67.45
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-09,67.45
Alberta,Calgary,,walking,2020-03-19,67.41
Alberta,Calgary,,walking,2020-03-25,67.38
Manitoba,Manitoba,,driving,2020-04-14,67.36
Manitoba,Manitoba,,driving,2020-03-31,67.35
Quebec,Montreal,Montr̩al,walking,2020-03-15,67.33
British Columbia,British Columbia,,driving,2020-03-19,67.24
Alberta,Edmonton,,driving,2020-03-17,67.21
Alberta,Edmonton,,driving,2020-03-20,67.18
British Columbia,Vancouver,,driving,2020-03-15,67.11
New Brunswick,New Brunswick,,driving,2020-04-08,66.96
Alberta,Calgary,,walking,2020-04-14,66.91
Alberta,Edmonton,,driving,2020-04-09,66.91
Saskatchewan,Saskatchewan,,driving,2020-03-26,66.83
Yukon Territory,Yukon Territory,,driving,2020-04-12,66.64
Saskatchewan,Saskatchewan,,driving,2020-04-07,66.63
Quebec,Montreal,Montr̩al,walking,2020-03-16,66.61
Manitoba,Manitoba,,driving,2020-03-15,66.61
Ontario,Ontario,,driving,2020-03-15,66.59
Alberta,Alberta,,driving,2020-03-18,66.47
Alberta,Edmonton,,walking,2020-04-03,66.39
Prince Edward Island,Prince Edward Island,,driving,2020-03-20,66.38
New Brunswick,New Brunswick,,driving,2020-03-25,66.24
Saskatchewan,Saskatchewan,,driving,2020-03-21,66.1
Alberta,Edmonton,,walking,2020-04-14,66.03
British Columbia,Vancouver,,driving,2020-03-17,66.01
Alberta,Edmonton,,walking,2020-03-21,65.94
Alberta,Edmonton,,walking,2020-03-30,65.79
Alberta,Calgary,,walking,2020-04-15,65.78
Alberta,Edmonton,,driving,2020-04-16,65.69
New Brunswick,New Brunswick,,driving,2020-04-03,65.63
Alberta,Alberta,,driving,2020-03-19,65.6
New Brunswick,New Brunswick,,driving,2020-03-23,65.6
Quebec,Montreal,Montr̩al,driving,2020-03-16,65.57
Alberta,Calgary,,walking,2020-03-18,65.53
Alberta,Calgary,,walking,2020-04-07,65.47
Quebec,Montreal,Montr̩al,transit,2020-03-14,65.37
Saskatchewan,Saskatchewan,,driving,2020-03-23,65.35
British Columbia,Vancouver,,walking,2020-03-20,65.27
Alberta,Calgary,,walking,2020-04-04,65.21
Yukon Territory,Yukon Territory,,driving,2020-04-05,65.19
Manitoba,Manitoba,,driving,2020-04-08,65.14
Alberta,Calgary,,walking,2020-03-22,65.11
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-15,65.09
Ontario,Ottawa,,walking,2020-03-15,65.03
Ontario,Toronto,,walking,2020-03-15,64.95
Saskatchewan,Saskatchewan,,driving,2020-03-30,64.94
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-16,64.86
British Columbia,British Columbia,,driving,2020-04-09,64.85
Nova Scotia,Nova Scotia,,driving,2020-04-16,64.77
New Brunswick,New Brunswick,,driving,2020-04-07,64.76
Manitoba,Manitoba,,driving,2020-03-30,64.63
Alberta,Alberta,,driving,2020-03-27,64.55
Nova Scotia,Nova Scotia,,driving,2020-04-09,64.54
New Brunswick,New Brunswick,,driving,2020-03-27,64.37
Alberta,Edmonton,,walking,2020-03-31,64.31
Alberta,Alberta,,driving,2020-03-15,64.27
Saskatchewan,Saskatchewan,,driving,2020-04-13,64.26
Alberta,Alberta,,driving,2020-04-15,64.22
Saskatchewan,Saskatchewan,,driving,2020-04-02,64.12
Quebec,Quebec,Qu̩bec,driving,2020-03-15,64.1
Alberta,Calgary,,walking,2020-03-24,64.09
British Columbia,Vancouver,,walking,2020-03-19,64.05
Ontario,Ontario,,driving,2020-03-17,64.05
Saskatchewan,Saskatchewan,,driving,2020-03-25,63.97
Manitoba,Manitoba,,driving,2020-04-11,63.96
New Brunswick,New Brunswick,,driving,2020-04-11,63.9
Alberta,Calgary,,walking,2020-04-13,63.78
Alberta,Edmonton,,walking,2020-04-11,63.73
Prince Edward Island,Prince Edward Island,,driving,2020-04-13,63.61
Prince Edward Island,Prince Edward Island,,driving,2020-03-25,63.57
Ontario,Ottawa,,walking,2020-03-16,63.56
New Brunswick,New Brunswick,,driving,2020-03-26,63.54
British Columbia,British Columbia,,driving,2020-04-15,63.44
British Columbia,British Columbia,,driving,2020-04-16,63.4
Alberta,Edmonton,,driving,2020-04-15,63.35
Manitoba,Manitoba,,driving,2020-04-01,63.32
Alberta,Calgary,,walking,2020-04-11,63.29
Yukon Territory,Yukon Territory,,driving,2020-03-26,63.28
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-11,63.02
Manitoba,Manitoba,,driving,2020-03-21,62.8
Manitoba,Manitoba,,driving,2020-03-28,62.76
Manitoba,Manitoba,,driving,2020-04-07,62.65
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-20,62.54
Prince Edward Island,Prince Edward Island,,driving,2020-04-08,62.42
Alberta,Edmonton,,transit,2020-03-14,62.31
Alberta,Calgary,,driving,2020-04-09,62.27
Alberta,Calgary,,driving,2020-03-16,62.22
Nova Scotia,Nova Scotia,,driving,2020-01-19,62.17
Alberta,Edmonton,,driving,2020-03-18,62.02
Ontario,Toronto,,walking,2020-03-16,62.02
Saskatchewan,Saskatchewan,,driving,2020-03-31,62.01
Prince Edward Island,Prince Edward Island,,driving,2020-03-29,61.85
Saskatchewan,Saskatchewan,,driving,2020-04-11,61.83
Alberta,Edmonton,,driving,2020-03-19,61.78
Saskatchewan,Saskatchewan,,driving,2020-04-01,61.78
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-13,61.72
Alberta,Calgary,,walking,2020-04-10,61.7
Yukon Territory,Yukon Territory,,driving,2020-03-28,61.65
Yukon Territory,Yukon Territory,,driving,2020-03-29,61.65
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-21,61.59
Alberta,Edmonton,,driving,2020-03-27,61.58
Manitoba,Manitoba,,driving,2020-03-26,61.54
British Columbia,Vancouver,,driving,2020-03-18,61.53
New Brunswick,New Brunswick,,driving,2020-03-22,61.53
Alberta,Alberta,,driving,2020-04-03,61.52
Nova Scotia,Nova Scotia,,driving,2020-04-14,61.4
Saskatchewan,Saskatchewan,,driving,2020-04-10,61.34
Alberta,Edmonton,,walking,2020-04-01,61.32
Alberta,Calgary,,walking,2020-03-29,61.3
New Brunswick,New Brunswick,,driving,2020-04-04,61.25
Prince Edward Island,Prince Edward Island,,driving,2020-04-07,61.13
Saskatchewan,Saskatchewan,,driving,2020-03-24,61.13
Alberta,Alberta,,driving,2020-04-14,61.12
British Columbia,Vancouver,,driving,2020-03-20,61.11
Alberta,Edmonton,,walking,2020-04-04,61.1
Alberta,Edmonton,,walking,2020-04-02,61.06
Ontario,Ottawa,,driving,2020-03-16,60.94
Alberta,Edmonton,,walking,2020-03-28,60.84
Manitoba,Manitoba,,driving,2020-03-23,60.69
Manitoba,Manitoba,,driving,2020-04-10,60.69
Saskatchewan,Saskatchewan,,driving,2020-03-28,60.68
New Brunswick,New Brunswick,,driving,2020-04-06,60.65
Prince Edward Island,Prince Edward Island,,driving,2020-04-02,60.64
Manitoba,Manitoba,,driving,2020-04-06,60.58
Alberta,Edmonton,,driving,2020-03-15,60.53
Manitoba,Manitoba,,driving,2020-03-25,60.49
Alberta,Alberta,,driving,2020-04-08,60.42
Manitoba,Manitoba,,driving,2020-04-13,60.34
Yukon Territory,Yukon Territory,,driving,2020-04-07,60.29
Ontario,Ontario,,driving,2020-03-18,60.04
Saskatchewan,Saskatchewan,,driving,2020-04-06,59.98
Yukon Territory,Yukon Territory,,driving,2020-03-22,59.93
Quebec,Quebec,Qu̩bec,driving,2020-03-17,59.91
Nova Scotia,Nova Scotia,,driving,2020-04-15,59.9
Alberta,Edmonton,,transit,2020-03-17,59.8
British Columbia,British Columbia,,driving,2020-03-21,59.75
New Brunswick,New Brunswick,,driving,2020-03-29,59.74
Alberta,Calgary,,driving,2020-03-17,59.51
Quebec,Quebec,Qu̩bec,driving,2020-03-18,59.49
Manitoba,Manitoba,,driving,2020-03-24,59.33
Prince Edward Island,Prince Edward Island,,driving,2020-04-04,59.3
Alberta,Edmonton,,driving,2020-04-03,59.27
Alberta,Calgary,,driving,2020-04-16,59.19
Ontario,Toronto,,driving,2020-03-17,59.18
Ontario,Ottawa,,driving,2020-03-15,59.17
Alberta,Calgary,,driving,2020-03-20,59.14
Ontario,Ontario,,driving,2020-03-20,59.09
Ontario,Toronto,,transit,2020-03-14,59.03
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-08,59.03
Ontario,Toronto,,driving,2020-03-15,58.99
British Columbia,British Columbia,,driving,2020-04-14,58.88
Alberta,Calgary,,walking,2020-04-01,58.84
British Columbia,Vancouver,,walking,2020-03-21,58.78
Manitoba,Manitoba,,driving,2020-04-03,58.72
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-23,58.57
British Columbia,Vancouver,,driving,2020-03-19,58.56
Nova Scotia,Nova Scotia,,driving,2020-04-03,58.43
Ontario,Ottawa,,transit,2020-03-14,58.37
Alberta,Alberta,,driving,2020-03-21,58.36
Ontario,Ontario,,driving,2020-03-19,58.31
British Columbia,Vancouver,,transit,2020-03-15,58.19
Alberta,Calgary,,walking,2020-04-03,58.01
Alberta,Edmonton,,transit,2020-03-16,57.97
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-03,57.88
Alberta,Calgary,,walking,2020-03-28,57.78
Quebec,Quebec,Qu̩bec,driving,2020-03-19,57.7
Alberta,Alberta,,driving,2020-03-26,57.64
New Brunswick,New Brunswick,,driving,2020-03-31,57.63
Alberta,Calgary,,walking,2020-03-31,57.62
British Columbia,British Columbia,,driving,2020-04-08,57.59
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-02-02,57.52
Nova Scotia,Nova Scotia,,driving,2020-03-28,57.5
Nova Scotia,Nova Scotia,,driving,2020-04-08,57.46
Alberta,Alberta,,driving,2020-03-23,57.42
New Brunswick,New Brunswick,,driving,2020-04-01,57.07
British Columbia,British Columbia,,driving,2020-04-03,57.06
New Brunswick,New Brunswick,,driving,2020-04-02,56.98
Alberta,Calgary,,walking,2020-04-02,56.95
Alberta,Edmonton,,driving,2020-04-14,56.92
Prince Edward Island,Prince Edward Island,,driving,2020-03-26,56.86
Quebec,Quebec,Qu̩bec,driving,2020-03-20,56.82
New Brunswick,New Brunswick,,driving,2020-03-30,56.78
British Columbia,Vancouver,,walking,2020-04-16,56.76
Nova Scotia,Nova Scotia,,driving,2020-03-25,56.71
Alberta,Edmonton,,driving,2020-04-08,56.64
New Brunswick,New Brunswick,,driving,2020-04-05,56.62
Alberta,Alberta,,driving,2020-03-25,56.6
British Columbia,British Columbia,,driving,2020-04-10,56.54
Quebec,Montreal,Montr̩al,driving,2020-03-17,56.45
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-04-01,56.3
Manitoba,Manitoba,,driving,2020-04-04,56.28
